PMID	chemical	trigger	target	context_sentence
31470036	BPA	decrease	the DNA methylation levels of SREBP-2	Our results suggest that low-dose BPA exposure could induce hepatic cholesterol synthesis through decreasing the DNA methylation levels of SREBP-2 and subsequently up-regulating the expression of genes related to cholesterol synthesis in the liver, which causes cholesterol accumulation and further induces liver lipid synthesis and hepatic steatosis.
31470036	low-dose	induce	liver lipid synthesis and hepatic steatosis	Our results suggest that low-dose BPA exposure could induce hepatic cholesterol synthesis through decreasing the DNA methylation levels of SREBP-2 and subsequently up-regulating the expression of genes related to cholesterol synthesis in the liver, which causes cholesterol accumulation and further induces liver lipid synthesis and hepatic steatosis.
31470036	BPA	induce	liver lipid synthesis and hepatic steatosis	Our results suggest that low-dose BPA exposure could induce hepatic cholesterol synthesis through decreasing the DNA methylation levels of SREBP-2 and subsequently up-regulating the expression of genes related to cholesterol synthesis in the liver, which causes cholesterol accumulation and further induces liver lipid synthesis and hepatic steatosis.
31470036	low-dose	up-regulate	the expression of genes related to cholesterol synthesis in the liver, which causes cholesterol accumulation	Our results suggest that low-dose BPA exposure could induce hepatic cholesterol synthesis through decreasing the DNA methylation levels of SREBP-2 and subsequently up-regulating the expression of genes related to cholesterol synthesis in the liver, which causes cholesterol accumulation and further induces liver lipid synthesis and hepatic steatosis.
31470036	BPA	up-regulate	the expression of genes related to cholesterol synthesis in the liver, which causes cholesterol accumulation	Our results suggest that low-dose BPA exposure could induce hepatic cholesterol synthesis through decreasing the DNA methylation levels of SREBP-2 and subsequently up-regulating the expression of genes related to cholesterol synthesis in the liver, which causes cholesterol accumulation and further induces liver lipid synthesis and hepatic steatosis.
31473330	steroid	modulate	multiple physiological processes in teleosts	Estradiol (E2) is a sex steroid hormone that modulates multiple physiological processes in teleosts.
31473330	E2	upregulate	TC, TG, LDL, and HDL	Simultaneously, the E2 injections tended to upregulate TC, TG, LDL, and HDL in the serum.
31473330	E2	show	a significantly higher expression of the VLDL assembly genes but depressed levels of LDLR and LRP1	The 50 mg/kg E2 group showed a significantly higher expression of the VLDL assembly genes but depressed levels of LDLR and LRP1.
31473330	ICI	inhibit	the expression of MTP, LPL, LRP1, CD36, FABP11a, ACO1 and FAS in tilapia livers	The ICI injection inhibited the expression of MTP, LPL, LRP1, CD36, FABP11a, ACO1 and FAS in tilapia livers.
31473330	E2	induce	deposition of lipids in the livers of hybrid tilapia	These results demonstrated that by stimulating the expression of genes associated with the VLDL assembly, inhibiting lipoprotein lipase and lipoprotein receptor-related genes and promoting the rate-limiting enzyme in the synthesis of the TG, E2 induced deposition of lipids in the livers of hybrid tilapia.
31473330	E2	stimulate	the expression of genes associated with the VLDL assembly	These results demonstrated that by stimulating the expression of genes associated with the VLDL assembly, inhibiting lipoprotein lipase and lipoprotein receptor-related genes and promoting the rate-limiting enzyme in the synthesis of the TG, E2 induced deposition of lipids in the livers of hybrid tilapia.
31473330	E2	inhibit	lipoprotein lipase and lipoprotein receptor-related genes	These results demonstrated that by stimulating the expression of genes associated with the VLDL assembly, inhibiting lipoprotein lipase and lipoprotein receptor-related genes and promoting the rate-limiting enzyme in the synthesis of the TG, E2 induced deposition of lipids in the livers of hybrid tilapia.
31473330	E2	promote	the rate-limiting enzyme in the synthesis of the TG	These results demonstrated that by stimulating the expression of genes associated with the VLDL assembly, inhibiting lipoprotein lipase and lipoprotein receptor-related genes and promoting the rate-limiting enzyme in the synthesis of the TG, E2 induced deposition of lipids in the livers of hybrid tilapia.
31473330	E2	provide	new clues to illustrate the sex steroid function in energy metabolism in livers	Overall, the results suggest a role for E2 in fish lipid metabolisms that provide new clues to illustrate the sex steroid function in energy metabolism in livers.
31491605	Mono-2-ethylhexyl phthalate	induce	lipid accumulation in hepatocytes	Mono-2-ethylhexyl phthalate (MEHP), as the major metabolite of Di-(2-ethylhexyl) phthalate (DEHP), can induce lipid accumulation in hepatocytes and further leads to non-alcoholic fatty liver disease (NAFLD), while the underlying mechanism is unclear.
31491605	MEHP	induce	lipid accumulation in hepatocytes	Mono-2-ethylhexyl phthalate (MEHP), as the major metabolite of Di-(2-ethylhexyl) phthalate (DEHP), can induce lipid accumulation in hepatocytes and further leads to non-alcoholic fatty liver disease (NAFLD), while the underlying mechanism is unclear.
31491605	DEHP	induce	lipid accumulation in hepatocytes	Mono-2-ethylhexyl phthalate (MEHP), as the major metabolite of Di-(2-ethylhexyl) phthalate (DEHP), can induce lipid accumulation in hepatocytes and further leads to non-alcoholic fatty liver disease (NAFLD), while the underlying mechanism is unclear.
31491605	Di-(2-ethylhexyl	induce	lipid accumulation in hepatocytes	Mono-2-ethylhexyl phthalate (MEHP), as the major metabolite of Di-(2-ethylhexyl) phthalate (DEHP), can induce lipid accumulation in hepatocytes and further leads to non-alcoholic fatty liver disease (NAFLD), while the underlying mechanism is unclear.
31491605	phthalate	induce	lipid accumulation in hepatocytes	Mono-2-ethylhexyl phthalate (MEHP), as the major metabolite of Di-(2-ethylhexyl) phthalate (DEHP), can induce lipid accumulation in hepatocytes and further leads to non-alcoholic fatty liver disease (NAFLD), while the underlying mechanism is unclear.
31491605	MEHP	promote	the lipid synthesis and accumulation in BRL-3A cells	As a result, MEHP promoted the lipid synthesis and accumulation in BRL-3A cells.
31491605	MEHP	down-regulate	the expression	MEHP down-regulated the expression and inhibited the activation of JAK2/STAT5.
31491605	MEHP	inhibit	the activation of JAK2/STAT5	MEHP down-regulated the expression and inhibited the activation of JAK2/STAT5.
31491605	MEHP	inhibit	JAK2/STAT5 pathway	Therefore, we concluded that MEHP led to lipid accumulation through inhibiting JAK2/STAT5 pathway, resulted in damaging liver parenchyma and NAFLD by aggravating oxidation stress.
31682409	Cd	induce	NAFLD	In this study, we established a chronic Cd-exposure mouse model mimicking the liver Cd deposition in middle-aged human population to determine whether the environmental Cd exposure can induce NAFLD.
31682409	Cd	cause	marked hepatic mitochondrial dysfunction and fatty acid oxidation deficiency, along with significant suppression of sirtuin 1 (SIRT1) signaling pathway in the liver	The Cd exposure caused marked hepatic mitochondrial dysfunction and fatty acid oxidation deficiency, along with significant suppression of sirtuin 1 (SIRT1) signaling pathway in the liver.
31682409	Cd	inhibit	the mitochondrial fatty acid oxidation in hepatocytes	In vitro study confirmed that Cd evidently inhibited the mitochondrial fatty acid oxidation in hepatocytes and that SIRT1 signaling was potentially involved in the process.
31682409	Cd	deserve	greater attention	Our findings suggest that exposure to environmental Cd is a tangible risk factor for NAFLD, and the induced public health risks deserve greater attention.
31857090	xanthine oxidase	exert	both inflammatory and oxidative effects	Increased activity of xanthine oxidase (XO) exerts both inflammatory and oxidative effects and has been implicated in metabolic derangements including non-alcoholic fatty liver disease.
31857090	xanthine	exert	both inflammatory and oxidative effects	Increased activity of xanthine oxidase (XO) exerts both inflammatory and oxidative effects and has been implicated in metabolic derangements including non-alcoholic fatty liver disease.
31857090	SCFAs	elicit	beneficial metabolic alterations in IR and related syndromes	Short chain fatty acids (SCFAs) elicit beneficial metabolic alterations in IR and related syndromes.
31857090	fatty acids (SCFAs	elicit	beneficial metabolic alterations in IR and related syndromes	Short chain fatty acids (SCFAs) elicit beneficial metabolic alterations in IR and related syndromes.
31857090	nicotine	increase	fasting plasma glucose, lactate, IR, plasma and hepatic TG, free fatty acid, TG/HDL-cholesterol ratio, lipid peroxidation, liver function enzymes, plasma and hepatic UA, XO and ADA activities	Conversely, exposure to nicotine increased fasting plasma glucose, lactate, IR, plasma and hepatic TG, free fatty acid, TG/HDL-cholesterol ratio, lipid peroxidation, liver function enzymes, plasma and hepatic UA, XO and ADA activities.
31857090	acetate	ameliorate	nicotine-induced effects	Concomitant treatment with acetate ameliorated nicotine-induced effects.
31857090	nicotine	enhance	XO activity	Taken together, these results indicate that nicotine exposure leads to excess deposition of lipid in the liver by enhancing XO activity.
31857090	acetate	confer	hepatoprotection	The results also imply that acetate confers hepatoprotection and is accompanied by decreased XO activity.
31866205	SFAs	maintain	cell metabolic hemostasis	However, epidemiological results demonstrate a latent benefit of SFAs, and it remains elusive whether a certain low level of SFAs is physiologically essential for maintaining cell metabolic hemostasis.
31866205	PA	induce	lipotoxic effects	Here, we demonstrate that although high-level PA (HPA) indeed induces lipotoxic effects in liver cells, low-level PA (LPA) increases mitochondrial functions and alleviates the injuries induced by HPA or hepatoxic agent carbon tetrachloride (CCl
31866205	PA	induce	lipotoxic effects	Here, we demonstrate that although high-level PA (HPA) indeed induces lipotoxic effects in liver cells, low-level PA (LPA) increases mitochondrial functions and alleviates the injuries induced by HPA or hepatoxic agent carbon tetrachloride (CCl
31866205	LPA	induce	lipotoxic effects	Here, we demonstrate that although high-level PA (HPA) indeed induces lipotoxic effects in liver cells, low-level PA (LPA) increases mitochondrial functions and alleviates the injuries induced by HPA or hepatoxic agent carbon tetrachloride (CCl
31866205	PA	increase	mitochondrial functions	Here, we demonstrate that although high-level PA (HPA) indeed induces lipotoxic effects in liver cells, low-level PA (LPA) increases mitochondrial functions and alleviates the injuries induced by HPA or hepatoxic agent carbon tetrachloride (CCl
31866205	LPA	increase	mitochondrial functions	Here, we demonstrate that although high-level PA (HPA) indeed induces lipotoxic effects in liver cells, low-level PA (LPA) increases mitochondrial functions and alleviates the injuries induced by HPA or hepatoxic agent carbon tetrachloride (CCl
31866205	PA	alleviate	the injuries induced by HPA or hepatoxic agent carbon tetrachloride (CCl	Here, we demonstrate that although high-level PA (HPA) indeed induces lipotoxic effects in liver cells, low-level PA (LPA) increases mitochondrial functions and alleviates the injuries induced by HPA or hepatoxic agent carbon tetrachloride (CCl
31866205	LPA	alleviate	the injuries induced by HPA or hepatoxic agent carbon tetrachloride (CCl	Here, we demonstrate that although high-level PA (HPA) indeed induces lipotoxic effects in liver cells, low-level PA (LPA) increases mitochondrial functions and alleviates the injuries induced by HPA or hepatoxic agent carbon tetrachloride (CCl
32165129	valproate	impaired	lipid droplet disposal starting at 1 mM after incubation for 3 or 7 days	In previously fatty acid loaded HepaRG cells, valproate impaired lipid droplet disposal starting at 1 mM after incubation for 3 or 7 days.
32165129	Valproate	increase	the expression of genes associated with fatty acid import and triglyceride synthesis	Valproate increased the expression of genes associated with fatty acid import and triglyceride synthesis, but did not relevantly affect expression of genes engaged in fatty acid activation.
32165129	Valproate	affect	expression of genes engaged in fatty acid activation	Valproate increased the expression of genes associated with fatty acid import and triglyceride synthesis, but did not relevantly affect expression of genes engaged in fatty acid activation.
32165129	Valproate	impair	mitochondrial fatty acid metabolism	Valproate impaired mitochondrial fatty acid metabolism by inhibiting β-ketothiolase and the function of the electron transport chain, which was associated with increased mitochondrial reactive oxygen species production.
32165129	Valproate	inhibit	β-ketothiolase	Valproate impaired mitochondrial fatty acid metabolism by inhibiting β-ketothiolase and the function of the electron transport chain, which was associated with increased mitochondrial reactive oxygen species production.
32165129	Valproate	increase	the mitochondrial DNA copy number per HepaRG cell,	Valproate increased the mitochondrial DNA copy number per HepaRG cell, possibly as a consequence of impaired mitochondrial function.
32165129	Valproate	decrease	the hepatocellular mRNA and protein expression of the fatty acid binding protein 1 (FABP1) and of the microsomal triglyceride transfer protein (MTTP)	Valproate decreased the hepatocellular mRNA and protein expression of the fatty acid binding protein 1 (FABP1) and of the microsomal triglyceride transfer protein (MTTP) at 1 mM and increased the hepatocellular concentration of free fatty acids.
32165129	Valproate	increase	the hepatocellular concentration of free fatty acids	Valproate decreased the hepatocellular mRNA and protein expression of the fatty acid binding protein 1 (FABP1) and of the microsomal triglyceride transfer protein (MTTP) at 1 mM and increased the hepatocellular concentration of free fatty acids.
32165129	valproate	decrease	protein expression and excretion of ApoB100 in HepaRG cells	Furthermore, valproate decreased protein expression and excretion of ApoB100 in HepaRG cells at 1 mM, reflecting impaired formation and excretion of very low-density lipoprotein (VLDL).
32165129	valproate	reflect	impaired formation and excretion of very low-density lipoprotein (VLDL)	Furthermore, valproate decreased protein expression and excretion of ApoB100 in HepaRG cells at 1 mM, reflecting impaired formation and excretion of very low-density lipoprotein (VLDL).
32165129	valproate	increase	the hepatocellular triglyceride content	In conclusion, valproate increased the hepatocellular triglyceride content by multiple mechanisms, whereby impaired expression of FABP1 and MTTP as well as impaired VLDL formation and excretion appeared to be dominant.
32165129	Valproate	cause	cell death	Valproate caused cell death mainly by apoptosis, which may be a consequence of mitochondrial oxidative stress and increased hepatocellular concentration of free fatty acids.
32165129	Valproate	increase	hepatocellular concentration of free fatty acids	Valproate caused cell death mainly by apoptosis, which may be a consequence of mitochondrial oxidative stress and increased hepatocellular concentration of free fatty acids.
32231762	Mitochondrial	examine	High AA	Mitochondrial activity and function were examined High AA:DHA ratio decreased mitochondrial activity ( High AA:DHA ratio induced triglyceride accumulation, increased oxidative stress and disrupted mitochondrial functions.
32231762	DHA	decrease	mitochondrial activity ( High AA:	Mitochondrial activity and function were examined High AA:DHA ratio decreased mitochondrial activity ( High AA:DHA ratio induced triglyceride accumulation, increased oxidative stress and disrupted mitochondrial functions.
32231762	DHA	induce	triglyceride accumulation	Mitochondrial activity and function were examined High AA:DHA ratio decreased mitochondrial activity ( High AA:DHA ratio induced triglyceride accumulation, increased oxidative stress and disrupted mitochondrial functions.
32231762	DHA	induce	triglyceride accumulation	Mitochondrial activity and function were examined High AA:DHA ratio decreased mitochondrial activity ( High AA:DHA ratio induced triglyceride accumulation, increased oxidative stress and disrupted mitochondrial functions.
32231762	DHA	increase	oxidative stress	Mitochondrial activity and function were examined High AA:DHA ratio decreased mitochondrial activity ( High AA:DHA ratio induced triglyceride accumulation, increased oxidative stress and disrupted mitochondrial functions.
32231762	DHA	increase	oxidative stress	Mitochondrial activity and function were examined High AA:DHA ratio decreased mitochondrial activity ( High AA:DHA ratio induced triglyceride accumulation, increased oxidative stress and disrupted mitochondrial functions.
32231762	DHA	disrupt	mitochondrial functions	Mitochondrial activity and function were examined High AA:DHA ratio decreased mitochondrial activity ( High AA:DHA ratio induced triglyceride accumulation, increased oxidative stress and disrupted mitochondrial functions.
32231762	DHA	disrupt	mitochondrial functions	Mitochondrial activity and function were examined High AA:DHA ratio decreased mitochondrial activity ( High AA:DHA ratio induced triglyceride accumulation, increased oxidative stress and disrupted mitochondrial functions.
32231762	steroidal transcription factors	mediate	these effects	Stimulation of lipogenic and steroidal transcription factors may partly mediate these effects and contribute to NAFLD development.
32324591	SCD1	regulate	lipophagy in hepatic steatosis	To investigate the molecular mechanisms through which SCD1 regulates lipophagy in hepatic steatosis, the model of hepatic steatosis was established by inducing mouse primary hepatocytes with sodium palmitate and feeding C57BL/6 mice with HFD.
32324591	hepatic steatosis	investigate	the molecular mechanisms through which SCD1 regulates lipophagy in hepatic steatosis	To investigate the molecular mechanisms through which SCD1 regulates lipophagy in hepatic steatosis, the model of hepatic steatosis was established by inducing mouse primary hepatocytes with sodium palmitate and feeding C57BL/6 mice with HFD.
32324591	hepatic steatosis	induce	mouse primary hepatocytes with sodium palmitate and feeding C57BL/6 mice with HFD	To investigate the molecular mechanisms through which SCD1 regulates lipophagy in hepatic steatosis, the model of hepatic steatosis was established by inducing mouse primary hepatocytes with sodium palmitate and feeding C57BL/6 mice with HFD.
32324591	sodium palmitate-treated hepatocytes	increase	SCD1 expression, AMPK inactivation and defective lipophagy	Our results indicated that sodium palmitate-treated hepatocytes exhibited increased SCD1 expression, AMPK inactivation and defective lipophagy.
32324591	SCD1	reduce	lipid deposition	Inhibition of SCD1 expression in hepatocytes resulted in enhanced AMPK activity and lipophagy, and reduced lipid deposition.
32324591	hepatocytes	reduce	lipid deposition	Inhibition of SCD1 expression in hepatocytes resulted in enhanced AMPK activity and lipophagy, and reduced lipid deposition.
32324591	SCD1	regulate	lipophagy	SCD1 regulated lipophagy through AMPK to affect lipid metabolism in mouse primary hepatocytes.
32324591	SCD1	affect	lipid metabolism	SCD1 regulated lipophagy through AMPK to affect lipid metabolism in mouse primary hepatocytes.
32324591	CAY10566(an	decrease	hepatic steatosis and hepatic lipid droplet accumulation, as well as enhanced AMPK activity and lipophagy	Additionally, compared to HFD-fed mice, CAY10566(an SCD1-specific inhibitor)-treated mice exhibited significantly decreased hepatic steatosis and hepatic lipid droplet accumulation, as well as enhanced AMPK activity and lipophagy.
32324591	SCD1	ameliorate	hepatic steatosis	This study elucidated that SCD1 inhibition ameliorates hepatic steatosis by inducing AMPK-mediated lipophagy, suggesting that the SCD1-AMPK-lipophagy pathway is a potential therapeutic target for NAFLD.
32324591	SCD1	induce	AMPK-mediated lipophagy	This study elucidated that SCD1 inhibition ameliorates hepatic steatosis by inducing AMPK-mediated lipophagy, suggesting that the SCD1-AMPK-lipophagy pathway is a potential therapeutic target for NAFLD.
32410680	nicotinamide adenine dinucleotide	feed	a control diet, or an intervention diet supplemented with 0.9% (w/w) tetradecylthiopropionic acid for 14 days	Non-alcoholic fatty liver disease is often associated with obesity, insulin resistance, dyslipidemia, and the metabolic syndrome in addition to mitochondrial dysfunction and nicotinamide adenine dinucleotide (NAD 12 C57BL/6 mice were fed a control diet, or an intervention diet supplemented with 0.9% (w/w) tetradecylthiopropionic acid for 14 days.
32410680	NAD 12 C57BL/6	feed	a control diet, or an intervention diet supplemented with 0.9% (w/w) tetradecylthiopropionic acid for 14 days	Non-alcoholic fatty liver disease is often associated with obesity, insulin resistance, dyslipidemia, and the metabolic syndrome in addition to mitochondrial dysfunction and nicotinamide adenine dinucleotide (NAD 12 C57BL/6 mice were fed a control diet, or an intervention diet supplemented with 0.9% (w/w) tetradecylthiopropionic acid for 14 days.
32410680	nicotinamide adenine	feed	a control diet, or an intervention diet supplemented with 0.9% (w/w) tetradecylthiopropionic acid for 14 days	Non-alcoholic fatty liver disease is often associated with obesity, insulin resistance, dyslipidemia, and the metabolic syndrome in addition to mitochondrial dysfunction and nicotinamide adenine dinucleotide (NAD 12 C57BL/6 mice were fed a control diet, or an intervention diet supplemented with 0.9% (w/w) tetradecylthiopropionic acid for 14 days.
32410680	NAD	feed	a control diet, or an intervention diet supplemented with 0.9% (w/w) tetradecylthiopropionic acid for 14 days	Non-alcoholic fatty liver disease is often associated with obesity, insulin resistance, dyslipidemia, and the metabolic syndrome in addition to mitochondrial dysfunction and nicotinamide adenine dinucleotide (NAD 12 C57BL/6 mice were fed a control diet, or an intervention diet supplemented with 0.9% (w/w) tetradecylthiopropionic acid for 14 days.
32410680	tetradecylthiopropionic acid	induce	fatty liver accompanied by decreased mitochondrial fatty acid oxidation	Dietary treatment with tetradecylthiopropionic acid for 2 weeks induced fatty liver accompanied by decreased mitochondrial fatty acid oxidation.
32410680	NAD Fatty liver	decrease	the levels of kynurenine metabolites	The liver content of the oxidized form of NAD Fatty liver induced by short-time treatment with tetradecylthiopropionic acid decreased the levels of kynurenine metabolites but increased the plasma levels of NAD
32410680	tetradecylthiopropionic acid	decrease	the levels of kynurenine metabolites	The liver content of the oxidized form of NAD Fatty liver induced by short-time treatment with tetradecylthiopropionic acid decreased the levels of kynurenine metabolites but increased the plasma levels of NAD
32410680	NAD	decrease	the levels of kynurenine metabolites	The liver content of the oxidized form of NAD Fatty liver induced by short-time treatment with tetradecylthiopropionic acid decreased the levels of kynurenine metabolites but increased the plasma levels of NAD
32410680	NAD Fatty liver	increase	the plasma levels of NAD	The liver content of the oxidized form of NAD Fatty liver induced by short-time treatment with tetradecylthiopropionic acid decreased the levels of kynurenine metabolites but increased the plasma levels of NAD
32410680	tetradecylthiopropionic acid	increase	the plasma levels of NAD	The liver content of the oxidized form of NAD Fatty liver induced by short-time treatment with tetradecylthiopropionic acid decreased the levels of kynurenine metabolites but increased the plasma levels of NAD
32410680	NAD	increase	the plasma levels of NAD	The liver content of the oxidized form of NAD Fatty liver induced by short-time treatment with tetradecylthiopropionic acid decreased the levels of kynurenine metabolites but increased the plasma levels of NAD
32493774	rapeseed	cause	hepatic steatosis in animals	Feeding of rapeseed (canola) oil with a high erucic acid concentration is known to cause hepatic steatosis in animals.
32493774	erucic acid	cause	hepatic steatosis in animals	Feeding of rapeseed (canola) oil with a high erucic acid concentration is known to cause hepatic steatosis in animals.
32493774	Mitochondrial fatty acid	play	a central role	Mitochondrial fatty acid oxidation plays a central role in liver lipid homeostasis, so it is possible that hepatic metabolism of erucic acid might decrease mitochondrial fatty acid oxidation.
32493774	fatty acid	play	a central role	Mitochondrial fatty acid oxidation plays a central role in liver lipid homeostasis, so it is possible that hepatic metabolism of erucic acid might decrease mitochondrial fatty acid oxidation.
32493774	erucic acid	decrease	mitochondrial fatty acid oxidation	Mitochondrial fatty acid oxidation plays a central role in liver lipid homeostasis, so it is possible that hepatic metabolism of erucic acid might decrease mitochondrial fatty acid oxidation.
32493774	peroxisomal	stimulate	malonyl-CoA formation in the liver	Using male Sprague-Dawley rats, along with biochemical and molecular biology approaches, we report here that peroxisomal β-oxidation of erucic acid stimulates malonyl-CoA formation in the liver and thereby suppresses mitochondrial fatty acid oxidation.
32493774	erucic acid	stimulate	malonyl-CoA formation in the liver	Using male Sprague-Dawley rats, along with biochemical and molecular biology approaches, we report here that peroxisomal β-oxidation of erucic acid stimulates malonyl-CoA formation in the liver and thereby suppresses mitochondrial fatty acid oxidation.
32493774	peroxisomal	suppress	mitochondrial fatty acid oxidation	Using male Sprague-Dawley rats, along with biochemical and molecular biology approaches, we report here that peroxisomal β-oxidation of erucic acid stimulates malonyl-CoA formation in the liver and thereby suppresses mitochondrial fatty acid oxidation.
32493774	erucic acid	suppress	mitochondrial fatty acid oxidation	Using male Sprague-Dawley rats, along with biochemical and molecular biology approaches, we report here that peroxisomal β-oxidation of erucic acid stimulates malonyl-CoA formation in the liver and thereby suppresses mitochondrial fatty acid oxidation.
32585865	DZA	increase	hepatocellular triglyceride accumulation, which was also evident by morphological visualization of larger-sized LDs	Overnight exposure to DZA treatment dose-dependently increased hepatocellular triglyceride accumulation, which was also evident by morphological visualization of larger-sized LDs.
32585865	triglycerides	accompany	increases in mRNA and protein levels of several LD-associated proteins known to regulate LD number and size	The rise in triglycerides and LDs accompanied increases in mRNA and protein levels of several LD-associated proteins known to regulate LD number and size.
32585865	LDs	accompany	increases in mRNA and protein levels of several LD-associated proteins known to regulate LD number and size	The rise in triglycerides and LDs accompanied increases in mRNA and protein levels of several LD-associated proteins known to regulate LD number and size.
32585865	DZA	cause	a decline in the levels of lipases that prevent fat accumulation as well as	Furthermore, DZA treatment caused a decline in the levels of lipases that prevent fat accumulation as well as increased the expression of factors involved in lipogenesis and fatty acid mobilization.
32585865	DZA	prevent	fat accumulation as well as	Furthermore, DZA treatment caused a decline in the levels of lipases that prevent fat accumulation as well as increased the expression of factors involved in lipogenesis and fatty acid mobilization.
32585865	DZA	increase	the expression of factors involved in lipogenesis and fatty acid mobilization	Furthermore, DZA treatment caused a decline in the levels of lipases that prevent fat accumulation as well as increased the expression of factors involved in lipogenesis and fatty acid mobilization.
32585865	intracellular SAH	promote	fat accumulation in hepatocytes, which is similar to that seen after alcohol exposure	Collectively, our results indicate that the elevation of intracellular SAH is sufficient to promote fat accumulation in hepatocytes, which is similar to that seen after alcohol exposure.
32593710	Bisphenol	impair	glucose and lipid metabolism	Bisphenol (BP)-A exposure can impair glucose and lipid metabolism.
32593710	endocrine	modulate	these processes	However, it is unclear whether this endocrine disruptor (ED) modulates these processes in postmenopause, a period with organic changes that increase the risk for metabolic diseases.
32593710	endocrine	increase	the risk for metabolic diseases	However, it is unclear whether this endocrine disruptor (ED) modulates these processes in postmenopause, a period with organic changes that increase the risk for metabolic diseases.
32593710	BPA	cause	mild steatosis in OVX CBPA females	Furthermore, BPA caused mild steatosis in OVX CBPA females, increasing the hepatic total lipids and mRNAs for Srebf1, Scd1, Hspa5, Hyou1 and Atf6.
32593710	BPA	increase	the hepatic total lipids and mRNAs for Srebf1, Scd1, Hspa5, Hyou1 and Atf6	Furthermore, BPA caused mild steatosis in OVX CBPA females, increasing the hepatic total lipids and mRNAs for Srebf1, Scd1, Hspa5, Hyou1 and Atf6.
32593710	BPA	aggravate	hepatic steatosis in OVX mice	BPA aggravated hepatic steatosis in OVX mice.
32593710	BPA	cause	NAFLD progression, which was partly mediated by chronic ER stress and the TGF-β1 pathway	Especially when combined with a HFD, BPA caused NAFLD progression, which was partly mediated by chronic ER stress and the TGF-β1 pathway.
32623605	VPA	cause	liver toxicity and steatosis through mitochondrial dysfunction	Valproic acid (VPA) is a frequently prescribed anti-epileptic drug which is known to cause liver toxicity and steatosis through mitochondrial dysfunction.
32623605	VPA	affect	oxygen consumption rates (OCRs)	While 3 h VPA exposure did not affect oxygen consumption rates (OCRs) in PHHs, prolonged exposure (24-72 h) significantly reduced basal and maximal OCRs.
32623605	VPA	cause	mitochondrial dysfunction	Given that in particular prolonged VPA exposure is required to cause mitochondrial dysfunction, we investigated gene expression data after VPA exposure for 24, 48, 72 h and 72 h VPA followed by a 72 h washout period.
32623605	TFs	rescue	VPA-induced mitochondrial dysfunction	Lentiviral knock-down of one of the candidate TFs, C/EBPα, partly rescued VPA-induced mitochondrial dysfunction.
32623605	PHHs	identify	24 genuine C/EBPα target genes that are regulated in response to prolonged VPA exposure in PHHs	Furthermore, RNA-Seq analysis of shC/EBPα and shGFP control PHHs identified 24 genuine C/EBPα target genes that are regulated in response to prolonged VPA exposure in PHHs.
32687983	MC-LR	impact	liver health	The data suggested that MC-LR exposure and subsequent NLRP3 inflammasome activation in childhood could impact liver health in juveniles.
33007364	VPA	cause	steatosis	Valproic acid (VPA) is a widely prescribed antiepileptic drug, which may cause steatosis in the liver.
33022571	Phe	have	severe effects	Phenanthrene (Phe), among the most ubiquitous polycyclic aromatic hydrocarbons (PAHs) existing in nature and foodstuffs, has severe effects on hepatic lipids metabolism.
33022571	Phenanthrene	have	severe effects	Phenanthrene (Phe), among the most ubiquitous polycyclic aromatic hydrocarbons (PAHs) existing in nature and foodstuffs, has severe effects on hepatic lipids metabolism.
33022571	polycyclic aromatic hydrocarbons	have	severe effects	Phenanthrene (Phe), among the most ubiquitous polycyclic aromatic hydrocarbons (PAHs) existing in nature and foodstuffs, has severe effects on hepatic lipids metabolism.
33022571	chemicals	disturb	intestinal microbiota, which plays a vital role in lipids metabolism	For environmental chemicals can disturb intestinal microbiota, which plays a vital role in lipids metabolism, we hypothesized that oral exposure to Phe may disrupt the intestinal microbiota, leading to the induction of an abnormal inflammatory response and lipid metabolism dysfunction.
33022571	chemicals	play	a vital role	For environmental chemicals can disturb intestinal microbiota, which plays a vital role in lipids metabolism, we hypothesized that oral exposure to Phe may disrupt the intestinal microbiota, leading to the induction of an abnormal inflammatory response and lipid metabolism dysfunction.
33022571	Phe	disrupt	the intestinal microbiota	For environmental chemicals can disturb intestinal microbiota, which plays a vital role in lipids metabolism, we hypothesized that oral exposure to Phe may disrupt the intestinal microbiota, leading to the induction of an abnormal inflammatory response and lipid metabolism dysfunction.
33022571	Phe	induce	significant alteration in relative Bacteroidetes, Firmicutes and Proteobacteria abundance in male mice	Herein, male mice were orally exposed to Phe (0.05, 0.5 and 5 mg/kg/2d) for ten weeks and the results showed that long term exposure to Phe induced significant alteration in relative Bacteroidetes, Firmicutes and Proteobacteria abundance in male mice.
33022571	Phe	alter	the composition of gastrointestinal bacteria	These results demonstrated that environmental-level Phe altered the composition of gastrointestinal bacteria and subsequently induced hepatic lipid metabolism disorder.
33022571	Phe	induce	hepatic lipid metabolism disorder	These results demonstrated that environmental-level Phe altered the composition of gastrointestinal bacteria and subsequently induced hepatic lipid metabolism disorder.
33105604	insulin receptor	induce	glucose intolerance, hepatic steatosis, and lipoatrophy in mice	We previously reported that the systemic inhibition of insulin receptor (IR) and IGF-1 receptor (IGF1R) by the administration of OSI-906 (linsitinib), a dual IR/IGF1R inhibitor, induced glucose intolerance, hepatic steatosis, and lipoatrophy in mice.
