Paper,entity,type,char_start,char_end,context_sentence
/work/eval_papers/PMID_32231762.pdf,Human hepatocellular carcinoma cell line,SPECIES,1477,1517,"**2. Second Extracted Data Set:** - **Stressor:** Food supplement (omega-6: omega-3 fatty acids ratios) - **Stressor Snippet:** Same as above, focusing on mitochondrial activity and molecular markers. - **Species:** Human - **Species Snippet:** Human hepatocellular carcinoma cell line (HepG2)."
/work/eval_papers/PMID_32231762.pdf,human liver,SPECIES,1555,1566,- **Test System:** In vitro human liver model.
/work/eval_papers/PMID_26725750.pdf,Mouse,SPECIES,168,173,"Regarding the evidence from the paper: - **Species:** Mouse - **Species Snippet:** Four strains of mice were studied, with fatty livers induced by different causes, such as ageing, genetic mutation, acute drug usage, and high-fat diet."
/work/eval_papers/PMID_26725750.pdf,mice,SPECIES,213,217,"Regarding the evidence from the paper: - **Species:** Mouse - **Species Snippet:** Four strains of mice were studied, with fatty livers induced by different causes, such as ageing, genetic mutation, acute drug usage, and high-fat diet."
/work/eval_papers/PMID_26725750.pdf,Mouse,SPECIES,404,409,"- **Test System:** In vivo - **Test System Snippet:** Mouse models with fatty liver induced by various factors, including high-fat diet. - **Evidence Level:** Translational - **Evidence Snippet:** Proteomic profiling of tissue samples was performed using cIEF immunoassays, allowing detailed protein analysis."
/work/eval_papers/PMID_28987868.pdf,Alcohol,CHEMICAL,193,200,Here are the details from the extracted paper: - **Stressor:** Alcohol - **Stressor Snippet:**
/work/eval_papers/PMID_28987868.pdf,Ethanol,CHEMICAL,354,361,"Ethanol exposure increases malondialdehyde (MDA) and 4-hydroxynonenal (4-HNE), which form adducts with Akt, indicating oxidative stress."
/work/eval_papers/PMID_28987868.pdf,malondialdehyde,CHEMICAL,381,396,"Ethanol exposure increases malondialdehyde (MDA) and 4-hydroxynonenal (4-HNE), which form adducts with Akt, indicating oxidative stress."
/work/eval_papers/PMID_28987868.pdf,MDA,CHEMICAL,398,401,"Ethanol exposure increases malondialdehyde (MDA) and 4-hydroxynonenal (4-HNE), which form adducts with Akt, indicating oxidative stress."
/work/eval_papers/PMID_28987868.pdf,4-hydroxynonenal,CHEMICAL,407,423,"Ethanol exposure increases malondialdehyde (MDA) and 4-hydroxynonenal (4-HNE), which form adducts with Akt, indicating oxidative stress."
/work/eval_papers/PMID_28987868.pdf,4-HNE,CHEMICAL,425,430,"Ethanol exposure increases malondialdehyde (MDA) and 4-hydroxynonenal (4-HNE), which form adducts with Akt, indicating oxidative stress."
/work/eval_papers/PMID_28987868.pdf,Akt,CHEMICAL,509,512,The impairment of Akt activity appears linked to CYP2E1-induced oxidative stress in hepatic steatosis.
/work/eval_papers/PMID_28987868.pdf,ethanol,CHEMICAL,654,661,"Mice exposed to ethanol exhibited increased hepatic triglycerides after 2 weeks, with liver lipid accumulation visible histologically."
/work/eval_papers/PMID_28987868.pdf,Akt,CHEMICAL,831,834,"Western blot analysis showed decreased phosphorylation of Akt at Thr308, despite no change in total Akt or p-Akt (Ser473)."
/work/eval_papers/PMID_28987868.pdf,Akt,CHEMICAL,873,876,"Western blot analysis showed decreased phosphorylation of Akt at Thr308, despite no change in total Akt or p-Akt (Ser473)."
/work/eval_papers/PMID_28987868.pdf,ethanol,CHEMICAL,904,911,"Chronic ethanol increased CYP2E1 levels and oxidative stress markers, correlating with decreased phosphorylation at Akt's Thr308."
/work/eval_papers/PMID_28987868.pdf,ethanol,CHEMICAL,1228,1235,"- **Test System:** In vivo mouse model - **Test System Snippet:** Mice were fed ethanol-containing diets for 1-4 weeks; hepatic triglycerides increased, and phosphorylation at Akt Thr308 decreased with ethanol exposure."
/work/eval_papers/PMID_28987868.pdf,triglyceride,CHEMICAL,1326,1338,"- **Evidence Level:** Functional; Translational - **Evidence Snippet:** Hepatic triglyceride accumulation correlated with decreased Akt Thr308 phosphorylation, linked to ethanol-induced oxidative stress, and increased CYP2E1."
/work/eval_papers/PMID_28987868.pdf,triglyceride,CHEMICAL,1663,1675,"- **Correlation:** Negative This supports a plausible link where ethanol-induced CYP2E1 activity leads to oxidative stress, impairing Akt phosphorylation at Thr308, and contributing to liver triglyceride accumulation."
/work/eval_papers/PMID_28987868.pdf,Mouse,SPECIES,609,614,- **Species:** Mouse - **Species Snippet:**
/work/eval_papers/PMID_28987868.pdf,Mice,SPECIES,638,642,"Mice exposed to ethanol exhibited increased hepatic triglycerides after 2 weeks, with liver lipid accumulation visible histologically."
/work/eval_papers/PMID_28987868.pdf,mouse,SPECIES,1053,1058,"- **Test System:** In vivo mouse model - **Test System Snippet:** Mice were fed ethanol-containing diets for 1-4 weeks; hepatic triglycerides increased, and phosphorylation at Akt Thr308 decreased with ethanol exposure."
/work/eval_papers/PMID_28987868.pdf,Mice,SPECIES,1092,1096,"- **Test System:** In vivo mouse model - **Test System Snippet:** Mice were fed ethanol-containing diets for 1-4 weeks; hepatic triglycerides increased, and phosphorylation at Akt Thr308 decreased with ethanol exposure."
/work/eval_papers/PMID_34836271.pdf,Genistein,CHEMICAL,493,502,"### Extracted Data from the Paper **Paper: /work/eval_papers/PMID_34836271.pdf** **Stressor:** Food supplement (Genistein, GEN) **Stressor Snippet:** ""Genistein (GEN) is one of the most widely distributed dietary phytoestrogens and is found as a major class of compounds in soybeans."
/work/eval_papers/PMID_34836271.pdf,GEN,CHEMICAL,504,507,"### Extracted Data from the Paper **Paper: /work/eval_papers/PMID_34836271.pdf** **Stressor:** Food supplement (Genistein, GEN) **Stressor Snippet:** ""Genistein (GEN) is one of the most widely distributed dietary phytoestrogens and is found as a major class of compounds in soybeans."
/work/eval_papers/PMID_34836271.pdf,Genistein,CHEMICAL,532,541,"### Extracted Data from the Paper **Paper: /work/eval_papers/PMID_34836271.pdf** **Stressor:** Food supplement (Genistein, GEN) **Stressor Snippet:** ""Genistein (GEN) is one of the most widely distributed dietary phytoestrogens and is found as a major class of compounds in soybeans."
/work/eval_papers/PMID_34836271.pdf,GEN,CHEMICAL,543,546,"### Extracted Data from the Paper **Paper: /work/eval_papers/PMID_34836271.pdf** **Stressor:** Food supplement (Genistein, GEN) **Stressor Snippet:** ""Genistein (GEN) is one of the most widely distributed dietary phytoestrogens and is found as a major class of compounds in soybeans."
/work/eval_papers/PMID_34836271.pdf,17β estradiol,CHEMICAL,700,713,It has a structural resemblance to 17β estradiol (E2) and exhibits weak estrogenic activity in mammals.
/work/eval_papers/PMID_34836271.pdf,GEN,CHEMICAL,769,772,"GEN has been widely discussed in the context of its role in disease prevention."" **Species:** Human **Species Snippet:** ""Treatment with 0.01–25 μM GEN did not inhibit the growth of HepG2 cells."
/work/eval_papers/PMID_34836271.pdf,GEN,CHEMICAL,917,920,"GEN has been widely discussed in the context of its role in disease prevention."" **Species:** Human **Species Snippet:** ""Treatment with 0.01–25 μM GEN did not inhibit the growth of HepG2 cells."
/work/eval_papers/PMID_34836271.pdf,GEN,CHEMICAL,1160,1163,""" **Test System:** In vitro **Test System Snippet:** ""HepG2 cells were treated with different concentrations of GEN and E2 for 24 hours."" **Evidence Level:** Functional; Transcriptional; Translational **Evidence Snippet:** ""GEN treatment with 25 μM reduced triglyceride (TG) accumulation and affected the expression of lipid-related genes including SREBP1c, FASN, SCD1, CPT1α, PPARα, and MTTP."" **Correlation:** Negative **Correlation Snippet:** ""GEN at 10 and 25 μM inhibited p-Akt/AKT and p-mTOR/mTOR ratios, and increased CPT1α and PPARα levels, indicating improved fatty acid β-oxidation, with an inverse relationship between Akt/mTOR signaling and mitochondrial β-oxidation."" --- **Summary:**"
/work/eval_papers/PMID_34836271.pdf,GEN,CHEMICAL,1272,1275,""" **Test System:** In vitro **Test System Snippet:** ""HepG2 cells were treated with different concentrations of GEN and E2 for 24 hours."" **Evidence Level:** Functional; Transcriptional; Translational **Evidence Snippet:** ""GEN treatment with 25 μM reduced triglyceride (TG) accumulation and affected the expression of lipid-related genes including SREBP1c, FASN, SCD1, CPT1α, PPARα, and MTTP."" **Correlation:** Negative **Correlation Snippet:** ""GEN at 10 and 25 μM inhibited p-Akt/AKT and p-mTOR/mTOR ratios, and increased CPT1α and PPARα levels, indicating improved fatty acid β-oxidation, with an inverse relationship between Akt/mTOR signaling and mitochondrial β-oxidation."" --- **Summary:**"
/work/eval_papers/PMID_34836271.pdf,triglyceride,CHEMICAL,1305,1317,""" **Test System:** In vitro **Test System Snippet:** ""HepG2 cells were treated with different concentrations of GEN and E2 for 24 hours."" **Evidence Level:** Functional; Transcriptional; Translational **Evidence Snippet:** ""GEN treatment with 25 μM reduced triglyceride (TG) accumulation and affected the expression of lipid-related genes including SREBP1c, FASN, SCD1, CPT1α, PPARα, and MTTP."" **Correlation:** Negative **Correlation Snippet:** ""GEN at 10 and 25 μM inhibited p-Akt/AKT and p-mTOR/mTOR ratios, and increased CPT1α and PPARα levels, indicating improved fatty acid β-oxidation, with an inverse relationship between Akt/mTOR signaling and mitochondrial β-oxidation."" --- **Summary:**"
/work/eval_papers/PMID_34836271.pdf,fatty acid,CHEMICAL,1617,1627,""" **Test System:** In vitro **Test System Snippet:** ""HepG2 cells were treated with different concentrations of GEN and E2 for 24 hours."" **Evidence Level:** Functional; Transcriptional; Translational **Evidence Snippet:** ""GEN treatment with 25 μM reduced triglyceride (TG) accumulation and affected the expression of lipid-related genes including SREBP1c, FASN, SCD1, CPT1α, PPARα, and MTTP."" **Correlation:** Negative **Correlation Snippet:** ""GEN at 10 and 25 μM inhibited p-Akt/AKT and p-mTOR/mTOR ratios, and increased CPT1α and PPARα levels, indicating improved fatty acid β-oxidation, with an inverse relationship between Akt/mTOR signaling and mitochondrial β-oxidation."" --- **Summary:**"
/work/eval_papers/PMID_34836271.pdf,genistein,CHEMICAL,1773,1782,"The evidence suggests that genistein modulates the Akt/mTOR signaling pathway, leading to increased mitochondrial β-oxidation, which supports the biological plausibility of this KER with a high plausibility score."
/work/eval_papers/PMID_34836271.pdf,soybeans,SPECIES,655,663,"### Extracted Data from the Paper **Paper: /work/eval_papers/PMID_34836271.pdf** **Stressor:** Food supplement (Genistein, GEN) **Stressor Snippet:** ""Genistein (GEN) is one of the most widely distributed dietary phytoestrogens and is found as a major class of compounds in soybeans."
/work/eval_papers/PMID_34836271.pdf,Human,SPECIES,863,868,"GEN has been widely discussed in the context of its role in disease prevention."" **Species:** Human **Species Snippet:** ""Treatment with 0.01–25 μM GEN did not inhibit the growth of HepG2 cells."
/work/eval_papers/PMID_34836271.pdf,Genistein,CHEMICAL,196,205,"The analysis of the paper identified the following key information supporting the biological plausibility of the KER: ""protein_kinase_changes_akt-vldl_secretion"": - **Stressor:** Food supplement (Genistein) - **Stressor Snippet:** Genistein (GEN) is a dietary phytoestrogen found in soybeans, with weak estrogenic activity, and shown to have beneficial effects in preventing metabolic diseases."
/work/eval_papers/PMID_34836271.pdf,Genistein,CHEMICAL,231,240,"The analysis of the paper identified the following key information supporting the biological plausibility of the KER: ""protein_kinase_changes_akt-vldl_secretion"": - **Stressor:** Food supplement (Genistein) - **Stressor Snippet:** Genistein (GEN) is a dietary phytoestrogen found in soybeans, with weak estrogenic activity, and shown to have beneficial effects in preventing metabolic diseases."
/work/eval_papers/PMID_34836271.pdf,GEN,CHEMICAL,242,245,"The analysis of the paper identified the following key information supporting the biological plausibility of the KER: ""protein_kinase_changes_akt-vldl_secretion"": - **Stressor:** Food supplement (Genistein) - **Stressor Snippet:** Genistein (GEN) is a dietary phytoestrogen found in soybeans, with weak estrogenic activity, and shown to have beneficial effects in preventing metabolic diseases."
/work/eval_papers/PMID_34836271.pdf,phytoestrogen,CHEMICAL,260,273,"The analysis of the paper identified the following key information supporting the biological plausibility of the KER: ""protein_kinase_changes_akt-vldl_secretion"": - **Stressor:** Food supplement (Genistein) - **Stressor Snippet:** Genistein (GEN) is a dietary phytoestrogen found in soybeans, with weak estrogenic activity, and shown to have beneficial effects in preventing metabolic diseases."
/work/eval_papers/PMID_34836271.pdf,GEN,CHEMICAL,469,472,- **Species:** Human - **Species Snippet:** HepG2 cells were treated with GEN and E2 to study effects on triglyceride accumulation and protein expression relevant to lipid metabolism.
/work/eval_papers/PMID_34836271.pdf,triglyceride,CHEMICAL,500,512,- **Species:** Human - **Species Snippet:** HepG2 cells were treated with GEN and E2 to study effects on triglyceride accumulation and protein expression relevant to lipid metabolism.
/work/eval_papers/PMID_34836271.pdf,triglyceride,CHEMICAL,751,763,"- **Test System:** In vitro (HepG2 cell model) - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** The experiments assessed changes in triglyceride levels, and protein and mRNA expression of key metabolic regulators, indicating molecular effects of GEN treatment."
/work/eval_papers/PMID_34836271.pdf,GEN,CHEMICAL,865,868,"- **Test System:** In vitro (HepG2 cell model) - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** The experiments assessed changes in triglyceride levels, and protein and mRNA expression of key metabolic regulators, indicating molecular effects of GEN treatment."
/work/eval_papers/PMID_34836271.pdf,Human,SPECIES,410,415,- **Species:** Human - **Species Snippet:** HepG2 cells were treated with GEN and E2 to study effects on triglyceride accumulation and protein expression relevant to lipid metabolism.
/work/eval_papers/PMID_26725750.pdf,uridine,CHEMICAL,682,689,"Mouse models of hepatic microvesicular steatosis were represented by C57BL/6 J mice at approximately 6 months old (ageing, C57BL/6 J + LD), C57BL/6 J mice with transgenic overexpression of uridine phosphorylase 1 (genetic mutation, UPase1-TG), and C57BL/6 J mice fed a fenofibrate-supplemented diet (drug-induced, C57BL/6 J + F)."
/work/eval_papers/PMID_26725750.pdf,mouse,SPECIES,272,277,"Here is the extracted information from the paper: **Paper: (/work/eval_papers/PMID_26725750.pdf)** - **Stressor:** Food supplement *Snippet:* We employed mouse models with fatty liver induced by different causes, such as ageing, genetic mutation, acute drug administration, and high-fat diet (Table 1)."
/work/eval_papers/PMID_26725750.pdf,mice,SPECIES,437,441,Young C57BL/6 J mice of approximately 3 months old served as a control.
/work/eval_papers/PMID_26725750.pdf,Mouse,SPECIES,493,498,"Mouse models of hepatic microvesicular steatosis were represented by C57BL/6 J mice at approximately 6 months old (ageing, C57BL/6 J + LD), C57BL/6 J mice with transgenic overexpression of uridine phosphorylase 1 (genetic mutation, UPase1-TG), and C57BL/6 J mice fed a fenofibrate-supplemented diet (drug-induced, C57BL/6 J + F)."
/work/eval_papers/PMID_26725750.pdf,C57BL/6 J mice,SPECIES,562,576,"Mouse models of hepatic microvesicular steatosis were represented by C57BL/6 J mice at approximately 6 months old (ageing, C57BL/6 J + LD), C57BL/6 J mice with transgenic overexpression of uridine phosphorylase 1 (genetic mutation, UPase1-TG), and C57BL/6 J mice fed a fenofibrate-supplemented diet (drug-induced, C57BL/6 J + F)."
/work/eval_papers/PMID_26725750.pdf,C57BL/6 J + LD,SPECIES,616,630,"Mouse models of hepatic microvesicular steatosis were represented by C57BL/6 J mice at approximately 6 months old (ageing, C57BL/6 J + LD), C57BL/6 J mice with transgenic overexpression of uridine phosphorylase 1 (genetic mutation, UPase1-TG), and C57BL/6 J mice fed a fenofibrate-supplemented diet (drug-induced, C57BL/6 J + F)."
/work/eval_papers/PMID_26725750.pdf,C57BL/6 J mice,SPECIES,633,647,"Mouse models of hepatic microvesicular steatosis were represented by C57BL/6 J mice at approximately 6 months old (ageing, C57BL/6 J + LD), C57BL/6 J mice with transgenic overexpression of uridine phosphorylase 1 (genetic mutation, UPase1-TG), and C57BL/6 J mice fed a fenofibrate-supplemented diet (drug-induced, C57BL/6 J + F)."
/work/eval_papers/PMID_26725750.pdf,C57BL/6 J mice,SPECIES,741,755,"Mouse models of hepatic microvesicular steatosis were represented by C57BL/6 J mice at approximately 6 months old (ageing, C57BL/6 J + LD), C57BL/6 J mice with transgenic overexpression of uridine phosphorylase 1 (genetic mutation, UPase1-TG), and C57BL/6 J mice fed a fenofibrate-supplemented diet (drug-induced, C57BL/6 J + F)."
/work/eval_papers/PMID_26725750.pdf,C57BL/6 J + F,SPECIES,807,820,"Mouse models of hepatic microvesicular steatosis were represented by C57BL/6 J mice at approximately 6 months old (ageing, C57BL/6 J + LD), C57BL/6 J mice with transgenic overexpression of uridine phosphorylase 1 (genetic mutation, UPase1-TG), and C57BL/6 J mice fed a fenofibrate-supplemented diet (drug-induced, C57BL/6 J + F)."
/work/eval_papers/PMID_26725750.pdf,Mouse,SPECIES,838,843,"- **Species:** Mouse *Snippet:* We employed mouse models with fatty liver induced by different causes, such as ageing, genetic mutation, acute drug administration, and high-fat diet (Table 1)."
/work/eval_papers/PMID_26725750.pdf,mouse,SPECIES,867,872,"- **Species:** Mouse *Snippet:* We employed mouse models with fatty liver induced by different causes, such as ageing, genetic mutation, acute drug administration, and high-fat diet (Table 1)."
/work/eval_papers/PMID_26725750.pdf,mouse,SPECIES,1066,1071,"- **Test System:** In vivo *Snippet:* We employed mouse models with fatty liver induced by different causes, such as ageing, genetic mutation, acute drug administration, and high-fat diet. - **Evidence Level:** Translational *Snippet:* We describe an alternative approach to classifying fatty liver by profiling protein post-translational modifications (PTMs) with high-throughput capillary isoelectric focusing (cIEF) immunoassays."
/work/eval_papers/PMID_26725750.pdf,mice,SPECIES,1465,1469,"Four strains of mice were studied, with fatty livers induced by different causes, such as ageing, genetic mutation, acute drug usage, and high-fat diet."
/work/eval_papers/PMID_29173234.pdf,NEFA,CHEMICAL,841,845,Moderate liver steatosis with increased TAG and NEFA contents was correlated with atherogenic dyslipidaemia.
/work/eval_papers/PMID_29173234.pdf,fatty acid,CHEMICAL,1488,1498,"There was increased nuclear expression of liver X receptor αβ (LXRαβ), SREBP-1c and PPARγ transcription factors and of the cytosolic enzymes acetyl-CoA carboxylase 1 (ACC1) and fatty acid synthase (FASN) involved in hepatic de novo lipogenesis."
/work/eval_papers/PMID_29173234.pdf,CPT-1,CHEMICAL,1593,1598,"The opposite was found for PPARα and CPT-1, leading to reduced fatty acid β-oxidation (FAO)."
/work/eval_papers/PMID_29173234.pdf,fatty acid,CHEMICAL,1619,1629,"The opposite was found for PPARα and CPT-1, leading to reduced fatty acid β-oxidation (FAO)."
/work/eval_papers/PMID_29173234.pdf,GSH,CHEMICAL,1814,1817,"Changes associated with decreased p-Thr[172]-AMPKα (inactivation) and p-Ser[79]-ACC1 (activation), with increased lipid peroxidation, protein oxidation, and reduced GSH:GSSG ratio. - **Correlation:** Negative #### Paper 2: (/work/eval_papers/PMID_29529605.pdf) - **Stressor:** Food supplement - **Stressor Snippet:** Abstract Background/Aims: Acetic acid (AcOH), a short-chain fatty acid, is reported to have some beneficial effects on metabolism."
/work/eval_papers/PMID_29173234.pdf,GSSG,CHEMICAL,1818,1822,"Changes associated with decreased p-Thr[172]-AMPKα (inactivation) and p-Ser[79]-ACC1 (activation), with increased lipid peroxidation, protein oxidation, and reduced GSH:GSSG ratio. - **Correlation:** Negative #### Paper 2: (/work/eval_papers/PMID_29529605.pdf) - **Stressor:** Food supplement - **Stressor Snippet:** Abstract Background/Aims: Acetic acid (AcOH), a short-chain fatty acid, is reported to have some beneficial effects on metabolism."
/work/eval_papers/PMID_29173234.pdf,Acetic acid,CHEMICAL,1992,2003,"Changes associated with decreased p-Thr[172]-AMPKα (inactivation) and p-Ser[79]-ACC1 (activation), with increased lipid peroxidation, protein oxidation, and reduced GSH:GSSG ratio. - **Correlation:** Negative #### Paper 2: (/work/eval_papers/PMID_29529605.pdf) - **Stressor:** Food supplement - **Stressor Snippet:** Abstract Background/Aims: Acetic acid (AcOH), a short-chain fatty acid, is reported to have some beneficial effects on metabolism."
/work/eval_papers/PMID_29173234.pdf,AcOH,CHEMICAL,2005,2009,"Changes associated with decreased p-Thr[172]-AMPKα (inactivation) and p-Ser[79]-ACC1 (activation), with increased lipid peroxidation, protein oxidation, and reduced GSH:GSSG ratio. - **Correlation:** Negative #### Paper 2: (/work/eval_papers/PMID_29529605.pdf) - **Stressor:** Food supplement - **Stressor Snippet:** Abstract Background/Aims: Acetic acid (AcOH), a short-chain fatty acid, is reported to have some beneficial effects on metabolism."
/work/eval_papers/PMID_29173234.pdf,short-chain fatty acid,CHEMICAL,2014,2036,"Changes associated with decreased p-Thr[172]-AMPKα (inactivation) and p-Ser[79]-ACC1 (activation), with increased lipid peroxidation, protein oxidation, and reduced GSH:GSSG ratio. - **Correlation:** Negative #### Paper 2: (/work/eval_papers/PMID_29529605.pdf) - **Stressor:** Food supplement - **Stressor Snippet:** Abstract Background/Aims: Acetic acid (AcOH), a short-chain fatty acid, is reported to have some beneficial effects on metabolism."
/work/eval_papers/PMID_29173234.pdf,acetic acid,CHEMICAL,2148,2159,The study investigates the regulatory mechanism of acetic acid on hepatic lipid metabolism in BRL-3A cells.
/work/eval_papers/PMID_29173234.pdf,acetic acid,CHEMICAL,2270,2281,"- **Species:** Rat - **Species Snippet:** Despite uncertainty if acetic acid stimulates liver cells to affect lipid metabolism, the study investigates the molecular mechanism by which acetic acid regulates lipid metabolism in rat liver cells."
/work/eval_papers/PMID_29173234.pdf,acetic acid,CHEMICAL,2389,2400,"- **Species:** Rat - **Species Snippet:** Despite uncertainty if acetic acid stimulates liver cells to affect lipid metabolism, the study investigates the molecular mechanism by which acetic acid regulates lipid metabolism in rat liver cells."
/work/eval_papers/PMID_29173234.pdf,Acetic acid,CHEMICAL,2503,2514,"- **Test System:** In vitro - **Test System Snippet:** Acetic acid activates the AMPKα signaling pathway, leading to increased lipid oxidation and decreased lipid synthesis in BRL-3A cells, resulting in reduced liver fat accumulation."
/work/eval_papers/PMID_29173234.pdf,Balb/c mice,SPECIES,452,463,We reported previously that α-LAC intake induced atherogenic dyslipidaemia in Balb/c mice.
/work/eval_papers/PMID_29173234.pdf,Mouse,SPECIES,615,620,- **Species:** Mouse - **Species Snippet:** Male Balb/c mice (n 6) were fed with diets containing either chow or 14% α-LAC for 4 weeks.
/work/eval_papers/PMID_29173234.pdf,Balb/c mice,SPECIES,649,660,- **Species:** Mouse - **Species Snippet:** Male Balb/c mice (n 6) were fed with diets containing either chow or 14% α-LAC for 4 weeks.
/work/eval_papers/PMID_29173234.pdf,mice,SPECIES,750,754,The α-LAC-fed mice developed abdominal adiposity and IR.
/work/eval_papers/PMID_29173234.pdf,Balb/c mice,SPECIES,961,972,- **Test System:** In vivo - **Test System Snippet:** Male Balb/c mice (n 6) were fed with diets containing either chow or 14% α-LAC for 4 weeks.
/work/eval_papers/PMID_29173234.pdf,mice,SPECIES,1062,1066,The α-LAC-fed mice developed abdominal adiposity and IR and moderate liver steatosis.
/work/eval_papers/PMID_29173234.pdf,rat liver cells,SPECIES,2431,2446,"- **Species:** Rat - **Species Snippet:** Despite uncertainty if acetic acid stimulates liver cells to affect lipid metabolism, the study investigates the molecular mechanism by which acetic acid regulates lipid metabolism in rat liver cells."
/work/eval_papers/PMID_29529605.pdf,NEFA,CHEMICAL,841,845,Moderate liver steatosis with increased TAG and NEFA contents was correlated with atherogenic dyslipidaemia.
/work/eval_papers/PMID_29529605.pdf,fatty acid,CHEMICAL,1488,1498,"There was increased nuclear expression of liver X receptor αβ (LXRαβ), SREBP-1c and PPARγ transcription factors and of the cytosolic enzymes acetyl-CoA carboxylase 1 (ACC1) and fatty acid synthase (FASN) involved in hepatic de novo lipogenesis."
/work/eval_papers/PMID_29529605.pdf,CPT-1,CHEMICAL,1593,1598,"The opposite was found for PPARα and CPT-1, leading to reduced fatty acid β-oxidation (FAO)."
/work/eval_papers/PMID_29529605.pdf,fatty acid,CHEMICAL,1619,1629,"The opposite was found for PPARα and CPT-1, leading to reduced fatty acid β-oxidation (FAO)."
/work/eval_papers/PMID_29529605.pdf,GSH,CHEMICAL,1814,1817,"Changes associated with decreased p-Thr[172]-AMPKα (inactivation) and p-Ser[79]-ACC1 (activation), with increased lipid peroxidation, protein oxidation, and reduced GSH:GSSG ratio. - **Correlation:** Negative #### Paper 2: (/work/eval_papers/PMID_29529605.pdf) - **Stressor:** Food supplement - **Stressor Snippet:** Abstract Background/Aims: Acetic acid (AcOH), a short-chain fatty acid, is reported to have some beneficial effects on metabolism."
/work/eval_papers/PMID_29529605.pdf,GSSG,CHEMICAL,1818,1822,"Changes associated with decreased p-Thr[172]-AMPKα (inactivation) and p-Ser[79]-ACC1 (activation), with increased lipid peroxidation, protein oxidation, and reduced GSH:GSSG ratio. - **Correlation:** Negative #### Paper 2: (/work/eval_papers/PMID_29529605.pdf) - **Stressor:** Food supplement - **Stressor Snippet:** Abstract Background/Aims: Acetic acid (AcOH), a short-chain fatty acid, is reported to have some beneficial effects on metabolism."
/work/eval_papers/PMID_29529605.pdf,Acetic acid,CHEMICAL,1992,2003,"Changes associated with decreased p-Thr[172]-AMPKα (inactivation) and p-Ser[79]-ACC1 (activation), with increased lipid peroxidation, protein oxidation, and reduced GSH:GSSG ratio. - **Correlation:** Negative #### Paper 2: (/work/eval_papers/PMID_29529605.pdf) - **Stressor:** Food supplement - **Stressor Snippet:** Abstract Background/Aims: Acetic acid (AcOH), a short-chain fatty acid, is reported to have some beneficial effects on metabolism."
/work/eval_papers/PMID_29529605.pdf,AcOH,CHEMICAL,2005,2009,"Changes associated with decreased p-Thr[172]-AMPKα (inactivation) and p-Ser[79]-ACC1 (activation), with increased lipid peroxidation, protein oxidation, and reduced GSH:GSSG ratio. - **Correlation:** Negative #### Paper 2: (/work/eval_papers/PMID_29529605.pdf) - **Stressor:** Food supplement - **Stressor Snippet:** Abstract Background/Aims: Acetic acid (AcOH), a short-chain fatty acid, is reported to have some beneficial effects on metabolism."
/work/eval_papers/PMID_29529605.pdf,short-chain fatty acid,CHEMICAL,2014,2036,"Changes associated with decreased p-Thr[172]-AMPKα (inactivation) and p-Ser[79]-ACC1 (activation), with increased lipid peroxidation, protein oxidation, and reduced GSH:GSSG ratio. - **Correlation:** Negative #### Paper 2: (/work/eval_papers/PMID_29529605.pdf) - **Stressor:** Food supplement - **Stressor Snippet:** Abstract Background/Aims: Acetic acid (AcOH), a short-chain fatty acid, is reported to have some beneficial effects on metabolism."
/work/eval_papers/PMID_29529605.pdf,acetic acid,CHEMICAL,2148,2159,The study investigates the regulatory mechanism of acetic acid on hepatic lipid metabolism in BRL-3A cells.
/work/eval_papers/PMID_29529605.pdf,acetic acid,CHEMICAL,2270,2281,"- **Species:** Rat - **Species Snippet:** Despite uncertainty if acetic acid stimulates liver cells to affect lipid metabolism, the study investigates the molecular mechanism by which acetic acid regulates lipid metabolism in rat liver cells."
/work/eval_papers/PMID_29529605.pdf,acetic acid,CHEMICAL,2389,2400,"- **Species:** Rat - **Species Snippet:** Despite uncertainty if acetic acid stimulates liver cells to affect lipid metabolism, the study investigates the molecular mechanism by which acetic acid regulates lipid metabolism in rat liver cells."
/work/eval_papers/PMID_29529605.pdf,Acetic acid,CHEMICAL,2503,2514,"- **Test System:** In vitro - **Test System Snippet:** Acetic acid activates the AMPKα signaling pathway, leading to increased lipid oxidation and decreased lipid synthesis in BRL-3A cells, resulting in reduced liver fat accumulation."
/work/eval_papers/PMID_29529605.pdf,Balb/c mice,SPECIES,452,463,We reported previously that α-LAC intake induced atherogenic dyslipidaemia in Balb/c mice.
/work/eval_papers/PMID_29529605.pdf,Mouse,SPECIES,615,620,- **Species:** Mouse - **Species Snippet:** Male Balb/c mice (n 6) were fed with diets containing either chow or 14% α-LAC for 4 weeks.
/work/eval_papers/PMID_29529605.pdf,Balb/c mice,SPECIES,649,660,- **Species:** Mouse - **Species Snippet:** Male Balb/c mice (n 6) were fed with diets containing either chow or 14% α-LAC for 4 weeks.
/work/eval_papers/PMID_29529605.pdf,mice,SPECIES,750,754,The α-LAC-fed mice developed abdominal adiposity and IR.
/work/eval_papers/PMID_29529605.pdf,Balb/c mice,SPECIES,961,972,- **Test System:** In vivo - **Test System Snippet:** Male Balb/c mice (n 6) were fed with diets containing either chow or 14% α-LAC for 4 weeks.
